1.9709e-110,4.5246e-109,9.6748e-108,1.93e-106,3.6056e-105,6.3613e-104,1.0794e-102,1.8246e-101,3.2447e-100,6.3859e-99,1.3983e-97,3.256e-96,7.6279e-95,1.7309e-93,3.7295e-92,7.5625e-91,1.4378e-89,2.5599e-88,4.2677e-87,6.6649e-86,9.7587e-85,1.341e-83,1.7317e-82,2.1045e-81,2.4107e-80,2.6077e-79,2.6687e-78,2.589e-77,2.3855e-76,2.0914e-75,1.7474e-74,1.3933e-73,1.0613e-72,7.7283e-72,5.3834e-71,3.589e-70,2.2911e-69,1.4014e-68,8.2211e-68,4.6302e-67,2.5067e-66,1.3059e-65,6.5523e-65,3.1675e-64,1.475e-63,6.6105e-63,2.8481e-62,1.1781e-61,4.6737e-61,1.7774e-60,6.4829e-60,2.2715e-59,7.6682e-59,2.5043e-58,7.9501e-58,2.4656e-57,7.5004e-57,2.2434e-56,6.6003e-56,1.9071e-55,5.3962e-55,1.4902e-54,4.0027e-54,1.0421e-53,2.6219e-53,6.3545e-53,1.4794e-52,3.2994e-52,7.0325e-52,1.4296e-51,2.7679e-51,5.0992e-51,8.9362e-51,1.4903e-50,2.3673e-50,3.5881e-50,5.201e-50,7.2307e-50,9.6748e-50,1.2506e-49,1.5675e-49,1.912e-49,2.276e-49,2.649e-49,3.0172e-49,3.3629e-49,3.6642e-49,3.8963e-49,4.0339e-49,4.0553e-49,3.9472e-49,3.7093e-49,3.3569e-49,2.9202e-49,2.4386e-49,1.9537e-49,1.5014e-49,1.1069e-49,7.8286e-50,5.31e-50,3.4506e-50,2.1447e-50,1.2721e-50,7.1814e-51,3.8478e-51,1.9515e-51,9.3453e-52,4.2172e-52,1.7903e-52,7.1407e-53,2.6736e-53,9.3912e-54,3.094e-54,9.5608e-55,2.7717e-55,7.5434e-56,1.9295e-56,4.6483e-57,1.0595e-57,2.3083e-58,4.9194e-59,1.0756e-59,2.5977e-60,7.3407e-61,2.3807e-61,8.2167e-62,2.8232e-62,9.3043e-63,2.891e-63,8.4067e-64,2.2802e-64,5.7602e-65,1.3542e-65,2.9616e-66,6.0233e-67,1.1391e-67,2.0026e-68,3.2729e-69,4.9718e-70,7.0197e-71,9.2111e-72,1.1232e-72,1.2728e-73,1.3402e-74,1.3112e-75,1.1919e-76,1.0067e-77,7.899e-79,5.758e-80,3.8994e-81,2.4535e-82,1.435e-83,7.8212e-85,4.0131e-86,2.0204e-87,1.1435e-88,9.2416e-90,1.0977e-90,1.5175e-91,2.0861e-92,2.711e-93,3.2877e-94,3.7091e-95,3.8895e-96,3.79e-97,3.4313e-98,2.8861e-99,2.2551e-100,1.6368e-101,1.1036e-102,6.9112e-104,4.02e-105,2.1718e-106
5.2285e-109,1.2007e-107,2.5672e-106,5.1155e-105,9.5229e-104,1.665e-102,2.7667e-101,4.4764e-100,7.365e-99,1.304e-97,2.5754e-96,5.5733e-95,1.2528e-93,2.7853e-92,5.946e-91,1.2012e-89,2.2818e-88,4.0657e-87,6.7901e-86,1.0632e-84,1.5617e-83,2.1544e-82,2.7945e-81,3.4134e-80,3.9327e-79,4.2815e-78,4.4132e-77,4.3153e-76,4.0104e-75,3.5487e-74,2.9944e-73,2.4123e-72,1.8571e-71,1.367e-70,9.6258e-70,6.4854e-69,4.1826e-68,2.5834e-67,1.5292e-66,8.6841e-66,4.736e-65,2.483e-64,1.2525e-63,6.081e-63,2.8411e-62,1.2765e-61,5.509e-61,2.2807e-60,9.0476e-60,3.4368e-59,1.2502e-58,4.3593e-58,1.4604e-57,4.7159e-57,1.4744e-56,4.4851e-56,1.3342e-55,3.8977e-55,1.1211e-54,3.1777e-54,8.8645e-54,2.4271e-53,6.4977e-53,1.6937e-52,4.2791e-52,1.0434e-51,2.4455e-51,5.4905e-51,1.1773e-50,2.4056e-50,4.6769e-50,8.6438e-50,1.5184e-49,2.5363e-49,4.0327e-49,6.1141e-49,8.8594e-49,1.2305e-48,1.6437e-48,2.1199e-48,2.6502e-48,3.224e-48,3.829e-48,4.4505e-48,5.0693e-48,5.6596e-48,6.1866e-48,6.6083e-48,6.8781e-48,6.9533e-48,6.804e-48,6.4241e-48,5.8364e-48,5.0918e-48,4.2602e-48,3.4165e-48,2.6261e-48,1.9353e-48,1.3677e-48,9.2683e-49,6.0184e-49,3.7395e-49,2.2188e-49,1.254e-49,6.7327e-50,3.4248e-50,1.6465e-50,7.4665e-51,3.1881e-51,1.2802e-51,4.8297e-52,1.7111e-52,5.6912e-53,1.7773e-53,5.213e-54,1.4373e-54,3.7298e-55,9.1337e-56,2.1215e-56,4.726e-57,1.0342e-57,2.3297e-58,5.7787e-59,1.6562e-59,5.3724e-60,1.8422e-60,6.2837e-61,2.0582e-61,6.3648e-62,1.844e-62,4.9873e-63,1.257e-63,2.9495e-64,6.4401e-65,1.308e-65,2.4706e-66,4.3389e-67,7.0842e-68,1.0752e-68,1.5168e-69,1.9888e-70,2.4235e-71,2.7444e-72,2.8879e-73,2.8238e-74,2.5655e-75,2.1656e-76,1.6984e-77,1.2375e-78,8.3767e-80,5.269e-81,3.0824e-82,1.6835e-83,8.7241e-85,4.5648e-86,2.8845e-87,2.7325e-88,3.5674e-89,5.0796e-90,7.0293e-91,9.1423e-92,1.1082e-92,1.2495e-93,1.3095e-94,1.2753e-95,1.1541e-96,9.7032e-98,7.5792e-99,5.4995e-100,3.7069e-101,2.3209e-102,1.3497e-103,7.2904e-105
1.2896e-107,2.963e-106,6.3363e-105,1.2621e-103,2.3452e-102,4.0799e-101,6.6968e-100,1.0543e-98,1.6437e-97,2.6688e-96,4.7527e-95,9.4118e-94,1.9972e-92,4.303e-91,9.0439e-90,1.8139e-88,3.4358e-87,6.1192e-86,1.0231e-84,1.6056e-83,2.366e-82,3.2769e-81,4.2707e-80,5.2452e-79,6.081e-78,6.6672e-77,6.9263e-76,6.8312e-75,6.4085e-74,5.7281e-73,4.8849e-72,3.979e-71,3.0978e-70,2.3061e-69,1.6419e-68,1.1181e-67,7.2843e-67,4.5418e-66,2.7119e-65,1.552e-64,8.5214e-64,4.4937e-63,2.2777e-62,1.1102e-61,5.2031e-61,2.3432e-60,1.013e-59,4.1981e-59,1.666e-58,6.3252e-58,2.2968e-57,7.981e-57,2.6579e-56,8.5049e-56,2.6247e-55,7.848e-55,2.2858e-54,6.5204e-54,1.8303e-53,5.0722e-53,1.3891e-52,3.7548e-52,9.9817e-52,2.5966e-51,6.5721e-51,1.6092e-50,3.7915e-50,8.559e-50,1.8447e-49,3.786e-49,7.3876e-49,1.3693e-48,2.4108e-48,4.0334e-48,6.4201e-48,9.7392e-48,1.4113e-47,1.9593e-47,2.6146e-47,3.3672e-47,4.2021e-47,5.1028e-47,6.0525e-47,7.0328e-47,8.0196e-47,8.9777e-47,9.8556e-47,1.0585e-46,1.1084e-46,1.1274e-46,1.1096e-46,1.053e-46,9.6067e-47,8.4078e-47,7.0502e-47,5.6614e-47,4.3539e-47,3.2084e-47,2.2664e-47,1.535e-47,9.963e-48,6.1902e-48,3.675e-48,2.0799e-48,1.1192e-48,5.7116e-49,2.7576e-49,1.257e-49,5.4005e-50,2.1841e-50,8.3077e-51,2.9704e-51,9.9816e-52,3.1528e-52,9.3654e-53,2.6187e-53,6.9035e-54,1.7209e-54,4.0795e-55,9.306e-56,2.0927e-56,4.8488e-57,1.2292e-57,3.5482e-58,1.144e-58,3.8798e-59,1.3095e-59,4.2535e-60,1.3071e-60,3.7687e-61,1.0155e-61,2.5521e-62,5.9745e-63,1.302e-63,2.6401e-64,4.9796e-65,8.7346e-66,1.4246e-66,2.16e-67,3.0445e-68,3.9886e-69,4.8566e-70,5.4958e-71,5.7793e-72,5.6474e-73,5.1278e-74,4.3261e-75,3.391e-76,2.4696e-77,1.671e-78,1.0509e-79,6.1511e-81,3.3716e-82,1.7748e-83,9.83e-85,7.117e-86,7.8168e-87,1.0933e-87,1.5863e-88,2.2029e-89,2.8651e-90,3.4705e-91,3.9098e-92,4.0947e-93,3.9855e-94,3.6048e-95,3.0294e-96,2.3654e-97,1.7158e-98,1.1562e-99,7.2368e-101,4.2075e-102,2.2722e-103
2.9576e-106,6.7987e-105,1.4544e-103,2.8968e-102,5.3784e-101,9.3313e-100,1.5209e-98,2.3552e-97,3.5454e-96,5.4013e-95,8.7844e-94,1.5829e-92,3.1249e-91,6.4416e-90,1.3218e-88,2.6187e-87,4.931e-86,8.7623e-85,1.465e-83,2.3027e-82,3.4027e-81,4.731e-80,6.1958e-79,7.6536e-78,8.9327e-77,9.8683e-76,1.0339e-74,1.0293e-73,9.7542e-73,8.8129e-72,7.601e-71,6.2634e-70,4.9334e-69,3.7149e-68,2.6744e-67,1.8404e-66,1.2108e-65,7.6172e-65,4.5848e-64,2.6424e-63,1.4597e-62,7.7372e-62,3.9384e-61,1.9262e-60,9.0522e-60,4.0853e-59,1.7689e-58,7.3395e-58,2.9145e-57,1.1065e-56,4.014e-56,1.3915e-55,4.6143e-55,1.4662e-54,4.4778e-54,1.3195e-53,3.7714e-53,1.0517e-52,2.8794e-52,7.7827e-52,2.0845e-51,5.5371e-51,1.4551e-50,3.7629e-50,9.5112e-50,2.3328e-49,5.5154e-49,1.2502e-48,2.7054e-48,5.5732e-48,1.091e-47,2.0275e-47,3.577e-47,5.9945e-47,9.5538e-47,1.4506e-46,2.1031e-46,2.92e-46,3.8957e-46,5.0139e-46,6.2521e-46,7.5873e-46,8.9987e-46,1.0467e-45,1.1965e-45,1.345e-45,1.4847e-45,1.6051e-45,1.6927e-45,1.7338e-45,1.7174e-45,1.6388e-45,1.5019e-45,1.3191e-45,1.109e-45,8.9203e-46,6.8667e-46,5.0618e-46,3.5754e-46,2.421e-46,1.5711e-46,9.7635e-47,5.8007e-47,3.2879e-47,1.7735e-47,9.0811e-48,4.4037e-48,2.0183e-48,8.7274e-49,3.5563e-49,1.3644e-49,4.926e-50,1.6734e-50,5.3505e-51,1.6111e-51,4.5733e-52,1.2262e-52,3.1157e-53,7.5493e-54,1.7656e-54,4.0813e-55,9.7099e-56,2.5044e-56,7.2381e-57,2.3066e-57,7.7002e-58,2.5624e-58,8.2308e-59,2.5081e-59,7.1862e-60,1.9271e-60,4.8248e-61,1.1261e-61,2.4482e-62,4.9545e-63,9.3293e-64,1.6341e-64,2.6618e-65,4.0315e-66,5.6768e-67,7.4304e-68,9.04e-69,1.0222e-69,1.0742e-70,1.049e-71,9.5187e-73,8.0258e-74,6.2876e-75,4.5768e-76,3.0956e-77,1.9466e-78,1.1407e-79,6.29e-81,3.3936e-82,2.0376e-83,1.722e-84,2.145e-85,3.1455e-86,4.6159e-87,6.4202e-88,8.3443e-89,1.0098e-89,1.1365e-90,1.1893e-91,1.1568e-92,1.0457e-93,8.7835e-95,6.8552e-96,4.9707e-97,3.3484e-98,2.0953e-99,1.2179e-100,6.5755e-102
6.3065e-105,1.4505e-103,3.1042e-102,6.1842e-101,1.1479e-99,1.9887e-98,3.2284e-97,4.9506e-96,7.2907e-95,1.0634e-93,1.6107e-92,2.6572e-91,4.8411e-90,9.4327e-89,1.8713e-87,3.6382e-86,6.7817e-85,1.199e-83,2.001e-82,3.1462e-81,4.6589e-80,6.5003e-79,8.5533e-78,1.0628e-76,1.2492e-75,1.3912e-74,1.4707e-73,1.4788e-72,1.4165e-71,1.2945e-70,1.1297e-69,9.4202e-69,7.5079e-68,5.7185e-67,4.1615e-66,2.8928e-65,1.9207e-64,1.2183e-63,7.3856e-63,4.2832e-62,2.3786e-61,1.2663e-60,6.4688e-60,3.1729e-59,1.4945e-58,6.7571e-58,2.93e-57,1.2171e-56,4.8366e-56,1.8368e-55,6.661e-55,2.306e-54,7.6245e-54,2.4105e-53,7.3031e-53,2.1271e-52,5.9832e-52,1.6348e-51,4.3695e-51,1.1508e-50,3.0054e-50,7.8105e-50,2.0189e-49,5.1666e-49,1.2991e-48,3.1823e-48,7.533e-48,1.7117e-47,3.715e-47,7.6755e-47,1.5065e-46,2.8064e-46,4.9612e-46,8.3287e-46,1.3294e-45,2.021e-45,2.933e-45,4.0753e-45,5.4397e-45,7.0033e-45,8.7357e-45,1.0608e-44,1.26e-44,1.4695e-44,1.6871e-44,1.9076e-44,2.1212e-44,2.3118e-44,2.4582e-44,2.5378e-44,2.5317e-44,2.4306e-44,2.2388e-44,1.9742e-44,1.6647e-44,1.3419e-44,1.0345e-44,7.6315e-45,5.3925e-45,3.6518e-45,2.3701e-45,1.4734e-45,8.7611e-46,4.9734e-46,2.689e-46,1.3815e-46,6.7287e-47,3.1007e-47,1.3497e-47,5.5423e-48,2.1454e-48,7.8246e-49,2.6887e-49,8.7076e-50,2.6597e-50,7.6721e-51,2.0944e-51,5.431e-52,1.3466e-52,3.2319e-53,7.6791e-54,1.8726e-54,4.8961e-55,1.4103e-55,4.4209e-56,1.446e-56,4.7245e-57,1.4957e-57,4.5076e-58,1.2808e-58,3.4128e-59,8.5024e-60,1.9769e-60,4.2845e-61,8.6491e-62,1.6253e-62,2.8419e-63,4.6224e-64,6.9922e-65,9.8345e-66,1.286e-66,1.5631e-67,1.766e-68,1.8544e-69,1.8096e-70,1.641e-71,1.3828e-72,1.0827e-73,7.8771e-75,5.326e-76,3.3497e-77,1.967e-78,1.0953e-79,6.1382e-81,4.1078e-82,4.0752e-83,5.6013e-84,8.4715e-85,1.2509e-85,1.7399e-86,2.2588e-87,2.73e-88,3.0693e-89,3.2088e-90,3.1186e-91,2.8172e-92,2.3651e-93,1.845e-94,1.3373e-95,9.0047e-97,5.6329e-98,3.2733e-99,1.7668e-100
1.2504e-103,2.8775e-102,6.1611e-101,1.2278e-99,2.2789e-98,3.9457e-97,6.391e-96,9.7441e-95,1.4158e-93,2.0073e-92,2.888e-91,4.4258e-90,7.4499e-89,1.3611e-87,2.5862e-86,4.8974e-85,8.9889e-84,1.5753e-82,2.6173e-81,4.1092e-80,6.0902e-79,8.5206e-78,1.1261e-76,1.4074e-75,1.666e-74,1.8709e-73,1.9968e-72,2.0288e-71,1.9653e-70,1.8171e-69,1.605e-68,1.3545e-67,1.0922e-66,8.4115e-66,6.1845e-65,4.3395e-64,2.9053e-63,1.8563e-62,1.1325e-61,6.6024e-61,3.6827e-60,1.9675e-59,1.008e-58,4.9554e-58,2.3383e-57,1.0588e-56,4.5968e-56,1.9114e-55,7.602e-55,2.8885e-54,1.0476e-53,3.6245e-53,1.1963e-52,3.7694e-52,1.1354e-51,3.2779e-51,9.103e-51,2.4446e-50,6.393e-50,1.6415e-49,4.1731e-49,1.0572e-48,2.6751e-48,6.7401e-48,1.6785e-47,4.0916e-47,9.6709e-47,2.1987e-46,4.7798e-46,9.8955e-46,1.9464e-45,3.6333e-45,6.4357e-45,1.0824e-44,1.7306e-44,2.6353e-44,3.8304e-44,5.3298e-44,7.1239e-44,9.1844e-44,1.1475e-43,1.3967e-43,1.6645e-43,1.9507e-43,2.2543e-43,2.57e-43,2.8847e-43,3.175e-43,3.4089e-43,3.5509e-43,3.5704e-43,3.4509e-43,3.1962e-43,2.831e-43,2.3955e-43,1.9361e-43,1.4953e-43,1.1046e-43,7.8112e-44,5.2922e-44,3.436e-44,2.137e-44,1.2717e-44,7.2291e-45,3.9171e-45,2.0187e-45,9.8731e-46,4.5738e-46,2.0038e-46,8.2922e-47,3.2389e-47,1.1936e-47,4.15e-48,1.362e-48,4.2227e-49,1.2387e-49,3.4457e-50,9.1266e-51,2.3176e-51,5.7114e-52,1.3945e-52,3.4802e-53,9.1991e-54,2.6327e-54,8.0893e-55,2.5816e-55,8.2451e-56,2.5623e-56,7.6117e-57,2.139e-57,5.6516e-58,1.3989e-58,3.2359e-59,6.9853e-60,1.4056e-60,2.6344e-61,4.5966e-62,7.4631e-63,1.1272e-63,1.5833e-64,2.068e-65,2.5111e-66,2.8345e-67,2.9738e-68,2.8998e-69,2.6277e-70,2.2128e-71,1.7316e-72,1.2591e-73,8.5113e-75,5.3558e-76,3.1567e-77,1.7862e-78,1.0596e-79,8.1235e-81,9.3694e-82,1.3831e-82,2.1317e-83,3.1561e-84,4.3854e-85,5.6839e-86,6.8592e-87,7.7018e-88,8.0432e-89,7.8101e-90,7.0499e-91,5.9147e-92,4.6115e-93,3.3408e-94,2.2487e-95,1.4062e-96,8.1689e-98,4.4082e-99
2.3053e-102,5.3082e-101,1.1371e-99,2.2669e-98,4.2084e-97,7.2844e-96,1.1785e-94,1.7907e-93,2.5806e-92,3.5932e-91,4.9911e-90,7.229e-89,1.1347e-87,1.9411e-86,3.5087e-85,6.4259e-84,1.1545e-82,1.9966e-81,3.2913e-80,5.1472e-79,7.6217e-78,1.068e-76,1.4166e-75,1.7802e-74,2.1223e-73,2.4037e-72,2.5904e-71,2.6603e-70,2.6068e-69,2.4392e-68,2.1804e-67,1.8619e-66,1.5183e-65,1.1816e-64,8.7706e-64,6.2063e-63,4.1859e-62,2.6913e-61,1.6506e-60,9.6649e-60,5.4097e-59,2.8983e-58,1.4881e-57,7.3279e-57,3.4625e-56,1.5696e-55,6.8209e-55,2.8386e-54,1.1299e-53,4.2961e-53,1.5587e-52,5.3927e-52,1.7785e-51,5.5924e-51,1.6782e-50,4.8141e-50,1.324e-49,3.5066e-49,9.0004e-49,2.2577e-48,5.5881e-48,1.377e-47,3.3964e-47,8.3824e-47,2.0571e-46,4.9697e-46,1.1692e-45,2.6538e-45,5.7694e-45,1.1957e-44,2.3554e-44,4.4045e-44,7.8162e-44,1.3171e-43,2.11e-43,3.2195e-43,4.6894e-43,6.5391e-43,8.7604e-43,1.1324e-42,1.4194e-42,1.735e-42,2.0796e-42,2.4558e-42,2.8651e-42,3.3026e-42,3.7511e-42,4.178e-42,4.5362e-42,4.7726e-42,4.8403e-42,4.7123e-42,4.3906e-42,3.9078e-42,3.3196e-42,2.6913e-42,2.0835e-42,1.5417e-42,1.0916e-42,7.4017e-43,4.8083e-43,2.9919e-43,1.7817e-43,1.0139e-43,5.5037e-44,2.8439e-44,1.396e-44,6.4988e-45,2.8647e-45,1.1944e-45,4.7066e-46,1.7525e-46,6.1662e-47,2.0512e-47,6.4577e-48,1.9272e-48,5.466e-49,1.4797e-49,3.8505e-50,9.7448e-51,2.4436e-51,6.2322e-52,1.6628e-52,4.7214e-53,1.4191e-53,4.404e-54,1.3692e-54,4.1584e-55,1.2128e-55,3.3592e-56,8.7767e-57,2.1535e-57,4.9479e-58,1.0624e-58,2.1288e-59,3.9764e-60,6.9192e-61,1.1209e-61,1.6898e-62,2.3698e-63,3.0909e-64,3.7488e-65,4.2271e-66,4.4308e-67,4.3168e-68,3.9088e-69,3.2893e-70,2.5723e-71,1.8696e-72,1.2636e-73,7.9611e-75,4.7225e-76,2.7417e-77,1.7657e-78,1.5824e-79,2.075e-80,3.2144e-81,5.0064e-82,7.4138e-83,1.0282e-83,1.3299e-84,1.6019e-85,1.796e-86,1.8732e-87,1.817e-88,1.6387e-89,1.3739e-90,1.0705e-91,7.7511e-93,5.2149e-94,3.2598e-95,1.893e-96,1.0212e-97
3.9526e-101,9.1059e-100,1.9516e-98,3.8922e-97,7.2276e-96,1.251e-94,2.0227e-93,3.0675e-92,4.3986e-91,6.0552e-90,8.2172e-89,1.1428e-87,1.6951e-86,2.729e-85,4.6827e-84,8.2512e-83,1.4433e-81,2.4513e-80,3.9935e-79,6.2019e-78,9.1542e-77,1.2826e-75,1.7057e-74,2.1539e-73,2.5852e-72,2.9528e-71,3.2136e-70,3.3363e-69,3.307e-68,3.1311e-67,2.8318e-66,2.4456e-65,2.0153e-64,1.5835e-63,1.1854e-62,8.4506e-62,5.7355e-61,3.7071e-60,2.2832e-59,1.3415e-58,7.5287e-58,4.0417e-57,2.0783e-56,1.0246e-55,4.8456e-55,2.1982e-54,9.5592e-54,3.981e-53,1.5858e-52,6.0339e-52,2.1907e-51,7.5822e-51,2.5003e-50,7.8551e-50,2.3519e-49,6.7186e-49,1.8351e-48,4.8092e-48,1.2159e-47,2.9892e-47,7.2162e-47,1.7289e-46,4.1454e-46,9.9771e-46,2.4009e-45,5.7222e-45,1.3352e-44,3.0174e-44,6.5485e-44,1.3569e-43,2.6751e-43,5.009e-43,8.904e-43,1.5033e-42,2.4137e-42,3.6916e-42,5.3911e-42,7.5395e-42,1.0135e-41,1.3154e-41,1.6574e-41,2.0397e-41,2.4665e-41,2.945e-41,3.4809e-41,4.0701e-41,4.6906e-41,5.2972e-41,5.8236e-41,6.1935e-41,6.3385e-41,6.2173e-41,5.8286e-41,5.2141e-41,4.4478e-41,3.6184e-41,2.8091e-41,2.0832e-41,1.4773e-41,1.0028e-41,6.519e-42,4.0583e-42,2.4178e-42,1.3769e-42,7.4836e-43,3.8749e-43,1.9079e-43,8.9194e-44,3.9535e-44,1.6599e-44,6.5968e-45,2.4812e-45,8.8333e-46,2.9784e-46,9.5222e-47,2.8917e-47,8.3648e-48,2.3152e-48,6.1744e-49,1.6043e-49,4.1284e-50,1.0747e-50,2.8919e-51,8.1471e-52,2.3948e-52,7.2144e-53,2.1756e-53,6.4297e-54,1.8328e-54,4.9835e-55,1.2831e-55,3.112e-56,7.0854e-57,1.5105e-57,3.0096e-58,5.5966e-59,9.7033e-60,1.5673e-60,2.3572e-61,3.2992e-62,4.2961e-63,5.203e-64,5.8595e-65,6.1352e-66,5.9716e-67,5.4026e-68,4.5429e-69,3.5503e-70,2.5792e-71,1.7435e-72,1.1011e-73,6.6031e-75,3.9919e-76,2.875e-77,3.031e-78,4.3903e-79,7.0099e-80,1.0969e-80,1.6216e-81,2.243e-82,2.8938e-83,3.4784e-84,3.8928e-85,4.0542e-86,3.9277e-87,3.5387e-88,2.9642e-89,2.308e-90,1.6702e-91,1.1231e-92,7.0174e-94,4.0736e-95,2.1969e-96
6.3024e-100,1.4527e-98,3.115e-97,6.215e-96,1.1545e-94,1.9986e-93,3.2306e-92,4.8938e-91,6.9962e-90,9.5623e-89,1.2781e-87,1.728e-86,2.4559e-85,3.7556e-84,6.1337e-83,1.0378e-81,1.7603e-80,2.9236e-79,4.6887e-78,7.2066e-77,1.0575e-75,1.4785e-74,1.9684e-73,2.4955e-72,3.014e-71,3.4708e-70,3.814e-69,4.0022e-68,4.0121e-67,3.8423e-66,3.5139e-65,3.0666e-64,2.5514e-63,2.0219e-62,1.5248e-61,1.0938e-60,7.4622e-60,4.8433e-59,2.9929e-58,1.7628e-57,9.9118e-57,5.3281e-56,2.7423e-55,1.3528e-54,6.4008e-54,2.9048e-53,1.2638e-52,5.266e-52,2.099e-51,7.993e-51,2.9044e-50,1.006e-49,3.3191e-49,1.0427e-48,3.119e-48,8.8889e-48,2.417e-47,6.287e-47,1.5715e-46,3.8005e-46,8.977e-46,2.0944e-45,4.8779e-45,1.1414e-44,2.6816e-44,6.2768e-44,1.4469e-43,3.2459e-43,7.0169e-43,1.4516e-42,2.8614e-42,5.3619e-42,9.5448e-42,1.6146e-41,2.5982e-41,3.9845e-41,5.8371e-41,8.1938e-41,1.1065e-40,1.4445e-40,1.8341e-40,2.2797e-40,2.7918e-40,3.3845e-40,4.0689e-40,4.8423e-40,5.6762e-40,6.5096e-40,7.2518e-40,7.7978e-40,8.0524e-40,7.9562e-40,7.5036e-40,6.7461e-40,5.779e-40,4.7183e-40,3.6741e-40,2.7315e-40,1.9408e-40,1.3192e-40,8.5831e-41,5.3456e-41,3.1856e-41,1.8147e-41,9.87e-42,5.1173e-42,2.5254e-42,1.1847e-42,5.2763e-43,2.2292e-43,8.9296e-44,3.391e-44,1.2211e-44,4.1723e-45,1.3544e-45,4.1854e-46,1.2348e-46,3.4942e-47,9.5488e-48,2.5459e-48,6.7159e-49,1.7825e-49,4.8364e-50,1.3533e-50,3.896e-51,1.1393e-51,3.3261e-52,9.5305e-53,2.6436e-53,7.0249e-54,1.7749e-54,4.2399e-55,9.5371e-56,2.0137e-56,3.9817e-57,7.3595e-58,1.2698e-58,2.0432e-59,3.0632e-60,4.2765e-61,5.5568e-62,6.718e-63,7.5543e-64,7.8995e-65,7.6802e-66,6.9415e-67,5.8318e-68,4.5544e-69,3.3074e-70,2.2372e-71,1.4192e-72,8.6673e-74,5.5742e-75,4.6223e-76,5.6714e-77,8.8155e-78,1.4318e-78,2.2416e-79,3.3039e-80,4.5542e-81,5.858e-82,7.0236e-83,7.844e-84,8.1551e-85,7.8895e-86,7.0997e-87,5.9412e-88,4.6222e-89,3.3425e-90,2.2463e-91,1.4029e-92,8.1402e-94,4.3883e-95
9.3467e-99,2.1556e-97,4.6242e-96,9.2302e-95,1.7152e-93,2.9699e-92,4.8004e-91,7.2676e-90,1.0371e-88,1.4112e-87,1.8677e-86,2.4776e-85,3.4139e-84,5.0124e-83,7.8398e-82,1.2755e-80,2.0947e-79,3.3918e-78,5.3364e-77,8.0908e-76,1.1769e-74,1.6383e-73,2.18e-72,2.7712e-71,3.3655e-70,3.9054e-69,4.3315e-68,4.5923e-67,4.6535e-66,4.5045e-65,4.162e-64,3.6667e-63,3.0765e-62,2.4559e-61,1.8636e-60,1.3436e-59,9.204e-59,5.9926e-58,3.7118e-57,2.1901e-56,1.2328e-55,6.6316e-55,3.4144e-54,1.6847e-53,7.9719e-53,3.6182e-52,1.5745e-51,6.5631e-51,2.6176e-50,9.976e-50,3.6285e-49,1.2581e-48,4.1552e-48,1.3063e-47,3.9077e-47,1.1126e-46,3.0179e-46,7.8126e-46,1.9372e-45,4.6272e-45,1.0738e-44,2.4479e-44,5.5465e-44,1.2608e-43,2.8835e-43,6.6032e-43,1.498e-42,3.3254e-42,7.1436e-42,1.4729e-41,2.8994e-41,5.4332e-41,9.6807e-41,1.6402e-40,2.6453e-40,4.0683e-40,5.9813e-40,8.4348e-40,1.1459e-39,1.508e-39,1.9353e-39,2.4391e-39,3.0387e-39,3.7571e-39,4.6126e-39,5.6031e-39,6.6914e-39,7.7968e-39,8.7994e-39,9.5603e-39,9.9534e-39,9.8989e-39,9.3859e-39,8.4766e-39,7.2902e-39,5.973e-39,4.6657e-39,3.478e-39,2.4766e-39,1.6861e-39,1.0981e-39,6.842e-40,4.0778e-40,2.3229e-40,1.2636e-40,6.5559e-41,3.2403e-41,1.524e-41,6.8143e-42,2.8948e-42,1.1679e-42,4.4751e-43,1.6291e-43,5.6385e-44,1.8581e-44,5.8415e-45,1.7575e-45,5.083e-46,1.4227e-46,3.8887e-47,1.0502e-47,2.8389e-48,7.7664e-49,2.1623e-49,6.1127e-50,1.7387e-50,4.9138e-51,1.3623e-51,3.6639e-52,9.4739e-53,2.3384e-53,5.4787e-54,1.2129e-54,2.5283e-55,4.9479e-56,9.0706e-57,1.5548e-57,2.4887e-58,3.7154e-59,5.1693e-60,6.6982e-61,8.0793e-62,9.0677e-63,9.4667e-64,9.1913e-65,8.2975e-66,6.9642e-67,5.4347e-68,3.946e-69,2.6733e-70,1.7093e-71,1.0757e-72,7.5715e-74,7.3759e-75,1.0274e-75,1.6717e-76,2.7365e-77,4.2738e-78,6.2723e-79,8.6105e-80,1.1036e-80,1.3193e-81,1.4698e-82,1.525e-83,1.4729e-84,1.3236e-85,1.1063e-86,8.5989e-88,6.2133e-89,4.1729e-90,2.6045e-91,1.5106e-92,8.14e-94
